Term/Year Code,College,Dept,Degree,Major code,Major Name,Total,Men,Women,Non-Binary,Caucasian,Asian American,African American,Hispanic,Native American
2005 ,KV ,655 ,MS ,0336 ,Geology ,14,8,6,0,12,0,0,0,1
2005 ,KV ,655 ,PHD ,0336 ,Geology ,22,15,7,0,7,0,0,0,0
2005 ,KV ,687 ,BS ,0300 ,Chemical Engineering ,294,187,106,1,175,56,7,11,0
2005 ,KV ,687 ,MS ,0300 ,Chemical Engineering ,6,3,3,0,3,1,1,0,0
2005 ,KV ,687 ,NONE ,0300 ,Chemical Engineering ,5,3,2,0,0,0,0,0,0
2005 ,KV ,687 ,PHD ,0300 ,Chemical Engineering ,89,62,27,0,42,8,2,1,0
2005 ,KV ,710 ,BALAS ,0343 ,Political Science ,993,607,383,3,681,82,95,97,6
2005 ,KV ,710 ,BALAS ,0343 ,Political Science ,20,10,10,0,12,3,2,2,0
2005 ,KV ,710 ,BSLAS ,0343 ,Political Science ,2,1,1,0,2,0,0,0,0
2005 ,KV ,710 ,MA ,0343 ,Political Science ,3,0,3,0,3,0,0,0,0
2005 ,KV ,710 ,PHD ,0343 ,Political Science ,46,24,22,0,30,3,1,0,0
2005 ,KV ,715 ,BALAS ,0332 ,Philosophy ,95,73,22,0,64,8,9,5,2
2005 ,KV ,715 ,BALAS ,0332 ,Philosophy ,2,1,1,0,1,0,1,0,0
2005 ,KV ,715 ,MA ,0332 ,Philosophy ,2,1,1,0,1,0,0,0,0
2005 ,KV ,715 ,PHD ,0332 ,Philosophy ,38,30,8,0,35,0,0,1,0
2005 ,KV ,729 ,BALAS ,0286 ,Latin American Studies ,6,3,3,0,3,0,0,3,0
2005 ,KV ,729 ,MA ,0286 ,Latin American Studies ,8,2,6,0,3,0,3,2,0
2005 ,KV ,748 ,MA ,0299 ,Teaching of English Sec Lang ,50,12,38,0,10,2,0,0,0
2005 ,KV ,771 ,BALAS ,1120 ,Comparative Literature ,8,2,6,0,4,2,0,0,0
2005 ,KV ,771 ,BALAS ,1120 ,Comparative Literature ,6,1,5,0,5,0,0,1,0
2005 ,KV ,771 ,MA ,1120 ,Comparative Literature ,32,10,22,0,8,1,0,1,0
2005 ,KV ,771 ,PHD ,1120 ,Comparative Literature ,18,2,16,0,8,1,0,0,0
2005 ,KV ,864 ,BALAS ,0301 ,Linguistics ,43,20,23,0,29,4,5,2,0
2005 ,KV ,864 ,MA ,0301 ,Linguistics ,12,2,10,0,5,0,0,1,0
2005 ,KV ,864 ,PHD ,0301 ,Linguistics ,48,20,28,0,14,3,1,1,0
2005 ,KV ,872 ,BALAS ,0341 ,Geography ,41,34,7,0,31,2,3,4,0
2005 ,KV ,872 ,BALAS ,0341 ,Geography ,1,1,0,0,1,0,0,0,0
2005 ,KV ,872 ,BALAS ,0341 ,Geography ,1,1,0,0,1,0,0,0,0
2005 ,KV ,872 ,BALAS ,0341 ,Geography ,2,2,0,0,1,1,0,0,0
2005 ,KV ,872 ,MA ,0341 ,Geography ,3,1,2,0,2,0,0,1,0
2005 ,KV ,872 ,MS ,0341 ,Geography ,11,4,7,0,7,0,1,3,0
2005 ,KV ,872 ,NDEG ,0341 ,Geography ,3,3,0,0,3,0,0,0,0
2005 ,KV ,872 ,PHD ,0341 ,Geography ,20,11,9,0,4,0,0,0,0
2005 ,KV ,927 ,BA ,0296 ,Teaching of German ,2,1,1,0,2,0,0,0,0
2005 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,17,10,7,0,16,0,1,0,0
2005 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,2,2,0,0,2,0,0,0,0
2005 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,1,0,1,0,0,0,0,0,0
2005 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,3,1,2,0,3,0,0,0,0
2005 ,KV ,927 ,MA ,0303 ,German ,16,4,12,0,13,0,0,0,0
2005 ,KV ,927 ,PHD ,0303 ,German ,7,4,3,0,3,0,0,0,0
2005 ,KV ,948 ,MS ,0322 ,Microbiology ,3,0,3,0,2,1,0,0,0
2005 ,KV ,948 ,NDEG ,0322 ,Microbiology ,1,1,0,0,1,0,0,0,0
2005 ,KV ,948 ,PHD ,0322 ,Microbiology ,82,36,46,0,41,5,1,5,0
2005 ,KV ,958 ,BALAS ,0411 ,Russian Lang & Literature ,4,1,3,0,4,0,0,0,0
2005 ,KV ,958 ,MA ,0302 ,Slavic Languages & Literature ,1,1,0,0,0,0,0,0,0
2005 ,KV ,958 ,PHD ,0302 ,Slavic Languages & Literature ,3,1,2,0,0,0,0,0,0
2005 ,KV ,985 ,BA ,0295 ,Teaching of French ,8,2,6,0,6,1,0,0,0
2005 ,KV ,985 ,BALAS ,0304 ,French ,57,14,43,0,45,3,2,5,0
2005 ,KV ,985 ,BALAS ,0304 ,French ,7,3,4,0,5,0,1,1,0
2005 ,KV ,985 ,BALAS ,0304 ,French ,3,0,3,0,3,0,0,0,0
2005 ,KV ,985 ,MA ,0304 ,French ,17,6,11,0,12,0,1,0,0
2005 ,KV ,985 ,NDEG ,0304 ,French ,5,3,2,0,1,0,0,0,0
2005 ,KV ,985 ,PHD ,0304 ,French ,13,3,10,0,8,0,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2005 ,KY ,581 ,BS ,0351 ,Kinesiology ,524,204,320,0,430,19,28,32,3
2005 ,KY ,581 ,BS ,0351 ,Kinesiology ,2,0,2,0,2,0,0,0,0
2005 ,KY ,581 ,BS ,0351 ,Kinesiology ,44,16,28,0,35,1,5,1,0
2005 ,KY ,581 ,BS ,0351 ,Kinesiology ,30,21,9,0,24,2,1,1,1
2005 ,KY ,581 ,MS ,0351 ,Kinesiology ,30,9,21,0,26,1,1,1,0
2005 ,KY ,581 ,PHD ,0351 ,Kinesiology ,28,11,17,0,18,1,1,0,0
2005 ,KY ,679 ,AUD ,1053 ,Audiology ,4,0,4,0,4,0,0,0,0
2005 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,59,6,53,0,54,1,1,2,0
2005 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,7,0,7,0,4,2,0,1,0
2005 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,21,2,19,0,19,2,0,0,0
2005 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,142,1,141,0,127,4,4,5,0
2005 ,KY ,679 ,MA ,0354 ,Speech & Hearing Science ,46,2,44,0,38,2,4,1,0
2005 ,KY ,679 ,PHD ,0354 ,Speech & Hearing Science ,23,2,21,0,8,0,3,0,0
2005 ,KY ,682 ,NDEG ,0067 ,Nondegree ,3,3,0,0,2,0,0,0,0
2005 ,KY ,714 ,BS ,0353 ,Leisure Studies ,133,87,46,0,100,4,13,10,1
2005 ,KY ,714 ,BS ,0353 ,Leisure Studies ,39,14,25,0,32,0,4,2,1
2005 ,KY ,714 ,BS ,0353 ,Leisure Studies ,40,9,31,0,31,0,1,7,0
2005 ,KY ,714 ,BS ,0353 ,Leisure Studies ,1,1,0,0,1,0,0,0,0
2005 ,KY ,714 ,BS ,0353 ,Leisure Studies ,167,129,37,1,123,4,32,6,0
2005 ,KY ,714 ,BS ,0353 ,Leisure Studies ,1,0,1,0,1,0,0,0,0
2005 ,KY ,714 ,BS ,4043 ,"Recreation, Sport, and Tourism ",5,3,2,0,5,0,0,0,0
2005 ,KY ,714 ,BS ,4043 ,"Recreation, Sport, and Tourism ",5,5,0,0,5,0,0,0,0
2005 ,KY ,714 ,MS ,0353 ,Leisure Studies ,17,8,9,0,6,2,2,0,0
2005 ,KY ,714 ,MS ,4043 ,"Recreation, Sport, and Tourism ",22,13,9,0,19,0,0,2,0
2005 ,KY ,714 ,PHD ,0353 ,Leisure Studies ,22,10,12,0,8,0,2,1,0
2005 ,KY ,714 ,PHD ,4043 ,"Recreation, Sport, and Tourism ",4,1,3,0,3,0,1,0,0
2005 ,KY ,963 ,BS ,0349 ,Community Health ,102,33,69,0,77,7,9,6,1
2005 ,KY ,963 ,BS ,0349 ,Community Health ,87,9,78,0,32,10,35,10,0
2005 ,KY ,963 ,BS ,0349 ,Community Health ,194,47,147,0,81,14,71,25,0
2005 ,KY ,963 ,BS ,0349 ,Community Health ,32,5,27,0,18,1,9,3,1
2005 ,KY ,963 ,MS ,0348 ,Community Health ,2,0,2,0,1,0,1,0,0
2005 ,KY ,963 ,MS ,0349 ,Community Health ,11,1,10,0,7,3,1,0,0
2005 ,KY ,963 ,MS ,0350 ,Rehabilitation ,6,1,5,0,5,0,0,0,0
2005 ,KY ,963 ,MSPH ,0348 ,Community Health ,4,1,3,0,1,0,3,0,0
2005 ,KY ,963 ,PHD ,0348 ,Community Health ,6,1,5,0,5,0,0,1,0
2005 ,KY ,963 ,PHD ,0349 ,Community Health ,9,5,4,0,3,2,2,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2005 ,LC ,282 ,MS ,0361 ,VMS - Veterinary Pathobiology ,5,1,4,0,1,2,0,0,0
2005 ,LC ,282 ,NDEG ,0361 ,VMS - Veterinary Pathobiology ,3,0,3,0,3,0,0,0,0
2005 ,LC ,282 ,PHD ,0361 ,VMS - Veterinary Pathobiology ,16,5,11,0,6,0,1,3,0
2005 ,LC ,444 ,DVM ,0480 ,Veterinary Medicine ,404,92,312,0,297,14,3,7,1
2005 ,LC ,598 ,MS ,0359 ,VMS-Veterinary Clinical Medcne ,24,11,13,0,11,1,1,0,0
2005 ,LC ,598 ,PHD ,0359 ,VMS-Veterinary Clinical Medcne ,3,1,2,0,0,0,0,0,0
2005 ,LC ,873 ,MS ,0357 ,VMS - Veterinary Biosciences ,9,4,5,0,7,0,0,0,0
2005 ,LC ,873 ,NDEG ,0357 ,VMS - Veterinary Biosciences ,1,0,1,0,1,0,0,0,0
2005 ,LC ,873 ,PHD ,0357 ,VMS - Veterinary Biosciences ,8,2,6,0,1,0,1,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2005 ,LE ,707 ,AVIFC ,0487 ,Professional Pilot ,2,1,1,0,2,0,0,0,0
2005 ,LE ,707 ,AVIPC ,0487 ,Professional Pilot ,69,64,5,0,56,2,2,3,0
2005 ,LE ,707 ,BS ,0489 ,Aviation Human Factors ,183,168,15,0,160,6,3,10,0
2005 ,LE ,707 ,CERT ,0487 ,Professional Pilot ,1,0,1,0,0,0,1,0,0
2005 ,LE ,707 ,MS ,3530 ,Human Factors ,6,3,3,0,4,1,0,0,0
2005 ,LE ,707 ,NDEG ,0067 ,Nondegree ,1,1,0,0,1,0,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2005 ,LG ,568 ,MHRIR ,0364 ,Human Res & Industrial Rels ,126,47,79,0,78,10,15,4,1
2005 ,LG ,568 ,PHD ,0364 ,Human Res & Industrial Rels ,15,4,11,0,4,0,0,1,0
2005 ,LG ,  ,  ,  ,Labor & Industrial Relns ,141,51,90,0,82,10,15,5,1
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2005 ,LL ,783 ,MSW ,0365 ,Social Work ,260,16,244,0,196,5,40,12,1
2005 ,LL ,783 ,MSW ,0365 ,Social Work ,2,0,2,0,2,0,0,0,0
2005 ,LL ,783 ,NDEG ,0365 ,Social Work ,3,0,3,0,2,0,0,0,0
2005 ,LL ,783 ,PHD ,0365 ,Social Work ,24,3,21,0,7,0,3,3,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2005 ,LN ,641 ,NDEG ,1249 ,Nondegree-CE ,83,27,56,0,55,6,7,7,1
2005 ,LN ,641 ,NDEG ,1249 ,Nondegree-CE ,3,2,1,0,2,1,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2005 ,LP ,992 ,CAS ,0370 ,Library & Information Science ,9,0,9,0,8,0,0,1,0
2005 ,LP ,992 ,MS ,0370 ,Library & Information Science ,170,49,121,0,132,10,7,3,0
2005 ,LP ,992 ,MS ,0370 ,Library & Information Science ,2,1,1,0,2,0,0,0,0
2005 ,LP ,992 ,MS ,0370 ,Library & Information Science ,5,0,5,0,5,0,0,0,0
2005 ,LP ,992 ,MS ,0370 ,Library & Information Science ,13,1,12,0,9,1,1,1,0
2005 ,LP ,992 ,PHD ,0370 ,Library & Information Science ,48,17,31,0,23,3,2,2,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
