Term/Year Code,College,Dept,Degree,Major code,Major Name,Total,Men,Women,Non-Binary,Caucasian,Asian American,African American,Hispanic,Native American
2010 ,KV ,585 ,PHD ,0307 ,Spanish ,28,5,23,0,8,0,0,10,0
2010 ,KV ,604 ,PHD ,0325 ,Molecular & Integrative Physi ,36,15,21,0,14,2,2,3,0
2010 ,KV ,655 ,BS ,0336 ,Geology ,19,13,6,0,14,2,0,1,0
2010 ,KV ,655 ,BS ,0336 ,Geology ,5,4,1,0,4,0,0,0,0
2010 ,KV ,655 ,BS ,0336 ,Geology ,1,1,0,0,1,0,0,0,0
2010 ,KV ,655 ,BS ,0336 ,Geology ,4,3,1,0,3,1,0,0,0
2010 ,KV ,655 ,BSLAS ,0336 ,Geology ,11,9,2,0,9,0,0,0,0
2010 ,KV ,655 ,BSLAS ,0336 ,Geology ,1,0,1,0,1,0,0,0,0
2010 ,KV ,655 ,BSLAS ,0336 ,Geology ,1,0,1,0,1,0,0,0,0
2010 ,KV ,655 ,BSLAS ,0336 ,Geology ,5,3,2,0,1,1,1,2,0
2010 ,KV ,655 ,MS ,0336 ,Geology ,14,7,7,0,11,1,0,0,0
2010 ,KV ,655 ,PHD ,0336 ,Geology ,17,11,6,0,6,0,0,0,0
2010 ,KV ,670 ,MA ,5203 ,European Union Studies ,5,2,3,0,5,0,0,0,0
2010 ,KV ,680 ,BALAS ,1279 ,Gender and Women's Studies ,16,0,16,0,9,1,6,0,0
2010 ,KV ,687 ,BS ,0300 ,Chemical Engineering ,503,343,159,1,269,101,14,26,1
2010 ,KV ,687 ,BS ,0300 ,Chemical Engineering ,11,8,3,0,7,1,0,1,0
2010 ,KV ,687 ,MS ,0300 ,Chemical Engineering ,4,1,3,0,0,0,0,0,0
2010 ,KV ,687 ,MS ,4026 ,Bioinformatics ,1,1,0,0,1,0,0,0,0
2010 ,KV ,687 ,NDEG ,0300 ,Chemical Engineering ,1,0,1,0,0,0,0,1,0
2010 ,KV ,687 ,PHD ,0300 ,Chemical Engineering ,102,65,37,0,37,9,1,4,0
2010 ,KV ,710 ,BALAS ,0343 ,Political Science ,772,495,277,0,513,71,61,71,0
2010 ,KV ,710 ,BALAS ,0343 ,Political Science ,68,35,33,0,50,6,2,4,0
2010 ,KV ,710 ,BSLAS ,0343 ,Political Science ,1,1,0,0,1,0,0,0,0
2010 ,KV ,710 ,MA ,0343 ,Political Science ,9,5,4,0,8,0,1,0,0
2010 ,KV ,710 ,PHD ,0343 ,Political Science ,63,34,29,0,47,5,2,1,0
2010 ,KV ,715 ,BALAS ,0332 ,Philosophy ,87,70,17,0,61,6,7,3,0
2010 ,KV ,715 ,BALAS ,0332 ,Philosophy ,3,2,1,0,3,0,0,0,0
2010 ,KV ,715 ,PHD ,0332 ,Philosophy ,35,31,4,0,33,0,0,0,0
2010 ,KV ,729 ,BALAS ,0286 ,Latin American Studies ,6,3,3,0,0,0,0,6,0
2010 ,KV ,729 ,MA ,0286 ,Latin American Studies ,5,3,2,0,2,0,0,2,0
2010 ,KV ,748 ,NDEG ,0299 ,Teaching of English Sec Lang ,2,0,2,0,0,1,0,0,0
2010 ,KV ,771 ,BALAS ,1120 ,Comparative Literature ,10,4,6,0,6,1,0,2,0
2010 ,KV ,771 ,BALAS ,1120 ,Comparative Literature ,8,3,4,1,4,1,1,0,0
2010 ,KV ,771 ,BALAS ,1120 ,Comparative Literature ,1,0,1,0,1,0,0,0,0
2010 ,KV ,771 ,MA ,1120 ,Comparative Literature ,4,3,1,0,3,0,0,0,0
2010 ,KV ,771 ,PHD ,1120 ,Comparative Literature ,16,3,13,0,7,1,0,1,0
2010 ,KV ,864 ,BALAS ,0301 ,Linguistics ,32,11,21,0,28,1,0,1,0
2010 ,KV ,864 ,BALAS ,0301 ,Linguistics ,1,0,1,0,1,0,0,0,0
2010 ,KV ,864 ,BALAS ,0301 ,Linguistics ,7,5,2,0,3,3,0,0,0
2010 ,KV ,864 ,MA ,0299 ,Teaching of English Sec Lang ,57,10,47,0,18,7,1,2,0
2010 ,KV ,864 ,MA ,0301 ,Linguistics ,21,9,12,0,11,1,0,0,0
2010 ,KV ,864 ,NDEG ,0301 ,Linguistics ,1,0,1,0,0,0,0,0,0
2010 ,KV ,864 ,PHD ,0301 ,Linguistics ,39,12,27,0,11,4,2,2,0
2010 ,KV ,872 ,BALAS ,0341 ,Geography ,14,12,2,0,11,0,1,1,0
2010 ,KV ,872 ,BALAS ,0341 ,Geography ,1,1,0,0,1,0,0,0,0
2010 ,KV ,872 ,BALAS ,0341 ,Geography ,1,1,0,0,0,1,0,0,0
2010 ,KV ,872 ,BALAS ,0341 ,Geography ,2,1,1,0,2,0,0,0,0
2010 ,KV ,872 ,BALAS ,0341 ,Geography ,1,1,0,0,0,0,0,1,0
2010 ,KV ,872 ,BALAS ,0341 ,Geography ,2,1,1,0,0,1,0,0,0
2010 ,KV ,872 ,MA ,0341 ,Geography ,2,1,1,0,2,0,0,0,0
2010 ,KV ,872 ,MS ,0341 ,Geography ,6,3,3,0,4,0,0,0,0
2010 ,KV ,872 ,NDEG ,0341 ,Geography ,4,1,3,0,4,0,0,0,0
2010 ,KV ,872 ,PHD ,0341 ,Geography ,37,24,13,0,18,1,3,1,0
2010 ,KV ,927 ,BA ,0296 ,Teaching of German ,3,1,2,0,2,1,0,0,0
2010 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,8,3,5,0,5,1,0,0,0
2010 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,1,1,0,0,1,0,0,0,0
2010 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,2,1,1,0,2,0,0,0,0
2010 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,2,0,2,0,2,0,0,0,0
2010 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,1,1,0,0,0,0,0,1,0
2010 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,1,1,0,0,1,0,0,0,0
2010 ,KV ,927 ,MA ,0303 ,German ,7,3,4,0,4,1,0,0,0
2010 ,KV ,927 ,NDEG ,0303 ,German ,3,0,3,0,0,0,0,0,0
2010 ,KV ,927 ,PHD ,0303 ,German ,11,5,6,0,9,0,0,0,0
2010 ,KV ,948 ,PHD ,0322 ,Microbiology ,67,24,43,0,29,5,2,5,1
2010 ,KV ,958 ,BALAS ,0411 ,Russian Lang & Literature ,4,3,1,0,4,0,0,0,0
2010 ,KV ,958 ,MA ,0302 ,Slavic Languages & Literature ,5,1,4,0,4,0,1,0,0
2010 ,KV ,958 ,PHD ,0302 ,Slavic Languages & Literature ,9,1,8,0,0,1,0,0,0
2010 ,KV ,985 ,BA ,0295 ,Teaching of French ,4,0,4,0,3,0,0,0,0
2010 ,KV ,985 ,BALAS ,0304 ,French ,19,5,14,0,16,1,0,0,0
2010 ,KV ,985 ,BALAS ,0304 ,French ,1,0,1,0,1,0,0,0,0
2010 ,KV ,985 ,BALAS ,0304 ,French ,7,3,4,0,6,0,0,0,0
2010 ,KV ,985 ,BALAS ,0304 ,French ,20,6,14,0,12,0,1,2,0
2010 ,KV ,985 ,BALAS ,0304 ,French ,1,0,1,0,1,0,0,0,0
2010 ,KV ,985 ,MA ,0304 ,French ,11,1,10,0,10,0,0,0,0
2010 ,KV ,985 ,NDEG ,0304 ,French ,1,0,1,0,1,0,0,0,0
2010 ,KV ,985 ,PHD ,0304 ,French ,21,8,13,0,14,0,2,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,KW ,605 ,NONE ,5083 ,Undeclared ,2927,1553,1373,1,1757,377,214,268,5
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,KY ,581 ,BS ,0349 ,Community Health ,115,27,88,0,65,12,21,15,0
2010 ,KY ,581 ,BS ,0349 ,Community Health ,136,16,120,0,64,19,34,13,2
2010 ,KY ,581 ,BS ,0349 ,Community Health ,196,58,137,1,95,38,35,19,1
2010 ,KY ,581 ,BS ,0349 ,Community Health ,72,14,58,0,34,4,19,12,0
2010 ,KY ,581 ,BS ,0351 ,Kinesiology ,552,227,324,1,428,30,27,43,1
2010 ,KY ,581 ,BS ,0351 ,Kinesiology ,1,0,1,0,1,0,0,0,0
2010 ,KY ,581 ,BS ,0351 ,Kinesiology ,27,20,7,0,24,0,0,3,0
2010 ,KY ,581 ,BS ,5185 ,Athletic Training ,34,9,25,0,28,1,1,2,0
2010 ,KY ,581 ,MPH ,1630 ,Public Health ,13,5,8,0,12,0,0,0,0
2010 ,KY ,581 ,MS ,0349 ,Community Health ,10,4,6,0,4,1,3,0,0
2010 ,KY ,581 ,MS ,0350 ,Rehabilitation ,6,2,4,0,4,0,0,0,0
2010 ,KY ,581 ,MS ,0351 ,Kinesiology ,17,7,10,0,11,0,0,0,0
2010 ,KY ,581 ,MSPH ,0349 ,Community Health ,2,1,1,0,0,1,1,0,0
2010 ,KY ,581 ,PHD ,0349 ,Community Health ,20,6,14,0,8,1,5,1,0
2010 ,KY ,581 ,PHD ,0351 ,Kinesiology ,55,25,30,0,31,2,4,1,0
2010 ,KY ,679 ,AUD ,1053 ,Audiology ,21,5,16,0,18,0,1,0,0
2010 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,80,1,79,0,72,2,0,5,0
2010 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,6,0,6,0,3,0,1,1,0
2010 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,11,2,9,0,9,1,0,1,0
2010 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,178,8,170,0,144,7,3,15,1
2010 ,KY ,679 ,MA ,0354 ,Speech & Hearing Science ,55,2,53,0,50,1,0,1,0
2010 ,KY ,679 ,PHD ,0354 ,Speech & Hearing Science ,6,1,5,0,3,0,0,0,0
2010 ,KY ,682 ,NDEG ,0067 ,Nondegree ,8,3,5,0,7,0,0,0,0
2010 ,KY ,714 ,BS ,4043 ,"Recreation, Sport, and Tourism ",92,53,39,0,74,1,3,7,1
2010 ,KY ,714 ,BS ,4043 ,"Recreation, Sport, and Tourism ",36,16,20,0,29,0,5,1,0
2010 ,KY ,714 ,BS ,4043 ,"Recreation, Sport, and Tourism ",36,11,25,0,21,2,5,5,0
2010 ,KY ,714 ,BS ,4043 ,"Recreation, Sport, and Tourism ",145,121,23,1,102,6,23,5,1
2010 ,KY ,714 ,BS ,4043 ,"Recreation, Sport, and Tourism ",6,5,1,0,3,0,2,1,0
2010 ,KY ,714 ,MS ,4043 ,"Recreation, Sport, and Tourism ",31,15,16,0,23,0,1,3,0
2010 ,KY ,714 ,PHD ,4043 ,"Recreation, Sport, and Tourism ",31,16,15,0,13,0,2,3,0
2010 ,KY ,754 ,BS ,5204 ,Health ,46,16,30,0,25,7,4,2,0
2010 ,KY ,754 ,BS ,5204 ,Health ,6,1,5,0,4,0,0,2,0
2010 ,KY ,754 ,BS ,5204 ,Health ,19,2,17,0,12,2,2,1,0
2010 ,KY ,754 ,BS ,5204 ,Health ,8,1,7,0,3,2,1,2,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,LC ,282 ,MS ,0361 ,VMS - Veterinary Pathobiology ,3,1,2,0,1,1,0,0,0
2010 ,LC ,282 ,MS ,5216 ,VMS - Pathobiology ,1,0,1,0,1,0,0,0,0
2010 ,LC ,282 ,NDEG ,0361 ,VMS - Veterinary Pathobiology ,1,0,1,0,1,0,0,0,0
2010 ,LC ,282 ,NDEG ,5216 ,VMS - Pathobiology ,1,0,1,0,1,0,0,0,0
2010 ,LC ,282 ,PHD ,0361 ,VMS - Veterinary Pathobiology ,10,7,3,0,3,0,1,1,0
2010 ,LC ,282 ,PHD ,5216 ,VMS - Pathobiology ,3,1,2,0,2,0,0,0,0
2010 ,LC ,444 ,DVM ,0480 ,Veterinary Medicine ,474,95,377,2,403,17,2,26,0
2010 ,LC ,444 ,DVM ,0480 ,Veterinary Medicine ,2,0,2,0,1,1,0,0,0
2010 ,LC ,444 ,DVM ,0480 ,Veterinary Medicine ,2,0,2,0,2,0,0,0,0
2010 ,LC ,598 ,MS ,0359 ,VMS-Veterinary Clinical Medcne ,27,7,20,0,21,0,1,1,0
2010 ,LC ,598 ,PHD ,0359 ,VMS-Veterinary Clinical Medcne ,5,2,3,0,1,0,0,0,0
2010 ,LC ,873 ,MS ,0357 ,VMS - Veterinary Biosciences ,1,0,1,0,1,0,0,0,0
2010 ,LC ,873 ,PHD ,0357 ,VMS - Veterinary Biosciences ,11,3,8,0,4,0,0,1,0
2010 ,LC ,873 ,PHD ,0357 ,VMS - Veterinary Biosciences ,3,2,1,0,1,0,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,LE ,707 ,AVIPC ,0487 ,Professional Pilot ,48,45,3,0,31,4,3,5,0
2010 ,LE ,707 ,BS ,0489 ,Aviation Human Factors ,101,94,7,0,79,8,5,5,0
2010 ,LE ,707 ,MS ,3530 ,Human Factors ,6,2,4,0,3,0,0,0,0
2010 ,LE ,707 ,NDEG ,0067 ,Nondegree ,1,1,0,0,1,0,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,LG ,568 ,MHRIR ,0364 ,Human Res & Industrial Rels ,165,50,115,0,70,15,14,5,0
2010 ,LG ,568 ,PHD ,0364 ,Human Res & Industrial Rels ,13,7,6,0,3,0,1,1,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,LL ,783 ,BSW ,0365 ,Social Work ,47,6,41,0,31,2,7,4,0
2010 ,LL ,783 ,MSW ,0365 ,Social Work ,52,7,45,0,41,0,8,2,0
2010 ,LL ,783 ,MSW ,0365 ,Social Work ,18,0,18,0,14,2,1,0,0
2010 ,LL ,783 ,MSW ,0365 ,Social Work ,55,8,47,0,43,3,3,6,0
2010 ,LL ,783 ,MSW ,0365 ,Social Work ,55,5,50,0,45,0,6,4,0
2010 ,LL ,783 ,MSW ,0365 ,Social Work ,14,2,12,0,8,3,3,0,0
2010 ,LL ,783 ,MSW ,0365 ,Social Work ,32,2,30,0,24,2,4,1,0
2010 ,LL ,783 ,NDEG ,0365 ,Social Work ,4,1,3,0,4,0,0,0,0
2010 ,LL ,783 ,PHD ,0365 ,Social Work ,30,3,27,0,10,1,2,1,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,LN ,641 ,NDEG ,1249 ,Nondegree-CE ,100,37,63,0,72,12,10,2,0
2010 ,LN ,641 ,NDEG ,1249 ,Nondegree-CE ,1,1,0,0,1,0,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,LP ,992 ,CAS ,0370 ,Library & Information Science ,22,5,17,0,17,2,1,0,0
2010 ,LP ,992 ,MS ,0370 ,Library & Information Science ,249,65,183,1,189,14,17,13,0
2010 ,LP ,992 ,MS ,0370 ,Library & Information Science ,4,1,3,0,3,1,0,0,0
2010 ,LP ,992 ,MS ,0370 ,Library & Information Science ,1,0,1,0,1,0,0,0,0
2010 ,LP ,992 ,MS ,4026 ,Bioinformatics ,2,1,1,0,1,0,0,0,0
2010 ,LP ,992 ,PHD ,0370 ,Library & Information Science ,51,20,31,0,25,8,3,1,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2010 ,NB ,593 ,NDEG ,0067 ,Nondegree ,2,2,0,0,1,0,1,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
