,Term/Year Code,College,Major Name,Total,Men,Women,Non-Binary,Caucasian,Asian American,African American,Hispanic,Native American,Unknown,International
578,2015,KV ,Teaching of Chemistry ,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
579,2005,KV ,Teaching of English Sec Lang ,50.0,12.0,38.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,38.0
580,2010,KV ,Teaching of English Sec Lang ,59.0,10.0,49.0,0.0,18.0,8.0,1.0,2.0,0.0,0.0,30.0
581,2015,KV ,Teaching of English Sec Lang ,39.0,12.0,27.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,20.0
582,2005,KV ,Teaching of French ,8.0,2.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0
583,2010,KV ,Teaching of French ,4.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
584,2015,KV ,Teaching of French ,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
585,2005,KV ,Teaching of German ,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
586,2010,KV ,Teaching of German ,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
587,2015,KV ,Teaching of German ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
588,2005,KV ,Teaching of Latin ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
589,2010,KV ,Teaching of Latin ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
590,2015,KV ,Teaching of Latin ,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
591,2005,KV ,Teaching of Mathematics ,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
592,2010,KV ,Teaching of Mathematics ,4.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
593,2015,KV ,Teaching of Mathematics ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
594,2010,KP ,Teaching of Physics ,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
595,2005,KV ,Teaching of Spanish ,27.0,3.0,24.0,0.0,22.0,2.0,0.0,1.0,0.0,0.0,2.0
596,2010,KV ,Teaching of Spanish ,25.0,6.0,19.0,0.0,22.0,1.0,0.0,1.0,0.0,0.0,1.0
597,2015,KV ,Teaching of Spanish ,10.0,0.0,10.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0
598,2005,KL ,Technical Systems Management ,92.0,86.0,6.0,0.0,82.0,0.0,2.0,6.0,0.0,0.0,2.0
599,2010,KL ,Technical Systems Management ,149.0,139.0,10.0,0.0,102.0,10.0,12.0,14.0,0.0,0.0,11.0
600,2015,KL ,Technical Systems Management ,205.0,181.0,24.0,0.0,111.0,25.0,28.0,25.0,1.0,0.0,15.0
601,2010,KM ,Technology Management ,59.0,42.0,17.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,55.0
602,2015,KM ,Technology Management ,138.0,79.0,59.0,0.0,20.0,10.0,1.0,0.0,0.0,0.0,107.0
603,2005,KR ,Theatre ,199.0,94.0,105.0,0.0,167.0,1.0,11.0,7.0,1.0,0.0,12.0
604,2010,KR ,Theatre ,176.0,71.0,104.0,1.0,124.0,2.0,14.0,14.0,0.0,0.0,22.0
605,2015,KR ,Theatre ,160.0,72.0,88.0,0.0,108.0,2.0,16.0,18.0,1.0,0.0,15.0
606,2005,KP ,Theoretical & Applied Mechans ,67.0,58.0,9.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,42.0
607,2010,KP ,Theoretical & Applied Mechans ,45.0,37.0,8.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,22.0
608,2015,KP ,Theoretical & Applied Mechans ,47.0,39.0,8.0,0.0,17.0,3.0,0.0,1.0,0.0,0.0,26.0
609,2015,KV ,Translation and Interpreting ,12.0,2.0,10.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,3.0
610,2010,KW ,Undeclared ,2927.0,1553.0,1373.0,1.0,1757.0,377.0,214.0,268.0,5.0,0.0,306.0
611,2015,KW ,Undeclared ,2790.0,1650.0,1140.0,0.0,1237.0,449.0,211.0,419.0,2.0,0.0,472.0
612,2005,KR ,Urban Planning ,191.0,98.0,93.0,0.0,138.0,11.0,12.0,7.0,0.0,0.0,23.0
613,2010,KR ,Urban Planning ,149.0,85.0,64.0,0.0,82.0,11.0,17.0,16.0,0.0,0.0,23.0
614,2015,KR ,Urban Planning ,142.0,62.0,80.0,0.0,63.0,9.0,10.0,7.0,0.0,0.0,53.0
615,2015,LC ,VMS - Comparative Biosciences ,16.0,3.0,13.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,6.0
616,2010,LC ,VMS - Pathobiology ,5.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
617,2015,LC ,VMS - Pathobiology ,21.0,12.0,9.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,8.0
618,2005,LC ,VMS - Veterinary Biosciences ,18.0,6.0,12.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,8.0
619,2010,LC ,VMS - Veterinary Biosciences ,15.0,5.0,10.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,8.0
620,2005,LC ,VMS - Veterinary Pathobiology ,24.0,6.0,18.0,0.0,10.0,2.0,1.0,3.0,0.0,0.0,8.0
621,2010,LC ,VMS - Veterinary Pathobiology ,14.0,8.0,6.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,6.0
622,2015,LC ,VMS - Veterinary Pathobiology ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
623,2005,LC ,VMS-Veterinary Clinical Medcne ,27.0,12.0,15.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,14.0
624,2010,LC ,VMS-Veterinary Clinical Medcne ,32.0,9.0,23.0,0.0,22.0,0.0,1.0,1.0,0.0,0.0,8.0
625,2015,LC ,VMS-Veterinary Clinical Medcne ,38.0,8.0,30.0,0.0,29.0,2.0,0.0,2.0,0.0,0.0,5.0
626,2005,LC ,Veterinary Medicine ,404.0,92.0,312.0,0.0,297.0,14.0,3.0,7.0,1.0,0.0,82.0
627,2010,LC ,Veterinary Medicine ,478.0,95.0,381.0,2.0,406.0,18.0,2.0,26.0,0.0,0.0,26.0
628,2015,LC ,Veterinary Medicine ,491.0,70.0,420.0,0.0,375.0,14.0,2.0,13.0,0.0,1.0,86.0
629,2005,KR ,Voice ,19.0,3.0,16.0,0.0,13.0,2.0,3.0,0.0,0.0,0.0,1.0
630,2010,KR ,Voice ,32.0,6.0,26.0,0.0,27.0,2.0,2.0,1.0,0.0,0.0,0.0
631,2015,KR ,Voice ,28.0,6.0,22.0,0.0,20.0,0.0,2.0,4.0,0.0,0.0,2.0
