Term/Year Code,College,Dept,Degree,Major code,Major Name,Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American
2015 ,KV ,585 ,BALAS ,0307 ,Spanish ,70,15,55,0,35,2,8,22,0
2015 ,KV ,585 ,BALAS ,0307 ,Spanish ,6,2,4,0,3,0,0,3,0
2015 ,KV ,585 ,MA ,0307 ,Spanish ,3,3,0,0,2,0,0,0,0
2015 ,KV ,585 ,MA ,0307 ,Spanish ,7,0,7,0,3,0,0,2,0
2015 ,KV ,585 ,MA ,0307 ,Spanish ,11,1,10,0,3,0,0,2,0
2015 ,KV ,585 ,PHD ,0307 ,Spanish ,23,6,17,0,9,0,0,3,0
2015 ,KV ,585 ,PHD ,0307 ,Spanish ,1,0,1,0,0,0,0,1,0
2015 ,KV ,604 ,PHD ,0325 ,Molecular & Integrative Physi ,25,12,13,0,10,3,1,1,0
2015 ,KV ,625 ,MA ,5346 ,Translation and Interpreting ,12,2,10,0,6,0,2,1,0
2015 ,KV ,655 ,BS ,0336 ,Geology ,37,30,7,0,25,1,0,4,0
2015 ,KV ,655 ,BS ,0336 ,Geology ,3,3,0,0,1,0,0,2,0
2015 ,KV ,655 ,BS ,0336 ,Geology ,2,0,2,0,0,2,0,0,0
2015 ,KV ,655 ,BSLAS ,0336 ,Geology ,23,21,2,0,14,2,2,2,0
2015 ,KV ,655 ,BSLAS ,0336 ,Geology ,1,0,1,0,1,0,0,0,0
2015 ,KV ,655 ,BSLAS ,0336 ,Geology ,4,2,2,0,3,0,0,1,0
2015 ,KV ,655 ,BSLAS ,0336 ,Geology ,6,3,3,0,5,0,0,1,0
2015 ,KV ,655 ,MS ,0336 ,Geology ,11,10,1,0,10,0,0,0,0
2015 ,KV ,655 ,PHD ,0336 ,Geology ,25,16,9,0,8,1,0,2,0
2015 ,KV ,670 ,MA ,5203 ,European Union Studies ,9,4,5,0,4,0,1,0,0
2015 ,KV ,680 ,BALAS ,1279 ,Gender and Women's Studies ,13,2,11,0,7,0,1,4,1
2015 ,KV ,687 ,BS ,0300 ,Chemical Engineering ,663,483,180,0,306,155,23,40,0
2015 ,KV ,687 ,BS ,0300 ,Chemical Engineering ,18,15,3,0,7,6,0,2,0
2015 ,KV ,687 ,MS ,0300 ,Chemical Engineering ,3,1,2,0,0,0,0,0,0
2015 ,KV ,687 ,PHD ,0300 ,Chemical Engineering ,84,50,34,0,28,7,0,1,0
2015 ,KV ,710 ,BALAS ,0343 ,Political Science ,468,283,185,0,264,39,56,64,0
2015 ,KV ,710 ,BALAS ,0343 ,Political Science ,114,60,54,0,70,10,8,15,0
2015 ,KV ,710 ,BSLAS ,0343 ,Political Science ,1,0,1,0,1,0,0,0,0
2015 ,KV ,710 ,PHD ,0343 ,Political Science ,45,27,18,0,27,4,0,3,0
2015 ,KV ,715 ,BALAS ,0332 ,Philosophy ,57,40,17,0,23,7,10,6,0
2015 ,KV ,715 ,BALAS ,0332 ,Philosophy ,4,2,2,0,3,0,0,0,0
2015 ,KV ,715 ,PHD ,0332 ,Philosophy ,18,16,2,0,16,1,0,0,0
2015 ,KV ,729 ,BALAS ,0286 ,Latin American Studies ,1,1,0,0,0,0,0,1,0
2015 ,KV ,729 ,MA ,0286 ,Latin American Studies ,2,1,1,0,1,0,1,0,0
2015 ,KV ,771 ,BALAS ,1120 ,Comparative Literature ,3,2,1,0,3,0,0,0,0
2015 ,KV ,771 ,BALAS ,1120 ,Comparative Literature ,2,0,2,0,2,0,0,0,0
2015 ,KV ,771 ,MA ,1120 ,Comparative Literature ,9,0,9,0,4,0,0,1,0
2015 ,KV ,771 ,PHD ,1120 ,Comparative Literature ,8,4,4,0,4,1,0,1,0
2015 ,KV ,864 ,BALAS ,0301 ,Linguistics ,67,25,42,0,36,6,2,16,0
2015 ,KV ,864 ,BALAS ,0301 ,Linguistics ,4,0,4,0,3,0,1,0,0
2015 ,KV ,864 ,BSLAS ,5351 ,Computer Sci & Linguistics ,26,18,8,0,7,10,2,1,0
2015 ,KV ,864 ,BSLAS ,5351 ,Computer Sci & Linguistics ,1,1,0,0,0,0,0,1,0
2015 ,KV ,864 ,MA ,0299 ,Teaching of English Sec Lang ,39,12,27,0,18,1,0,0,0
2015 ,KV ,864 ,MA ,0301 ,Linguistics ,13,4,9,0,5,2,0,1,0
2015 ,KV ,864 ,NDEG ,0301 ,Linguistics ,2,0,2,0,1,0,0,0,0
2015 ,KV ,864 ,PHD ,0301 ,Linguistics ,27,8,19,0,12,1,0,0,0
2015 ,KV ,864 ,PHD ,0301 ,Linguistics ,1,1,0,0,0,0,0,0,0
2015 ,KV ,872 ,BALAS ,5330 ,Geography & Geographic Info Sc ,22,17,5,0,12,1,3,1,0
2015 ,KV ,872 ,BALAS ,5330 ,Geography & Geographic Info Sc ,2,2,0,0,2,0,0,0,0
2015 ,KV ,872 ,BALAS ,5330 ,Geography & Geographic Info Sc ,1,0,1,0,0,0,1,0,0
2015 ,KV ,872 ,BALAS ,5330 ,Geography & Geographic Info Sc ,12,8,4,0,6,2,1,2,0
2015 ,KV ,872 ,MA ,0341 ,Geography ,3,1,2,0,3,0,0,0,0
2015 ,KV ,872 ,MS ,0341 ,Geography ,2,1,1,0,2,0,0,0,0
2015 ,KV ,872 ,MS ,0341 ,Geography ,1,1,0,0,0,0,0,0,0
2015 ,KV ,872 ,NDEG ,0341 ,Geography ,1,0,1,0,0,0,0,0,0
2015 ,KV ,872 ,PHD ,0341 ,Geography ,32,20,12,0,8,1,0,1,0
2015 ,KV ,927 ,BA ,0296 ,Teaching of German ,1,0,1,0,1,0,0,0,0
2015 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,5,3,2,0,1,1,0,0,0
2015 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,3,1,2,0,2,0,0,1,0
2015 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,1,0,1,0,1,0,0,0,0
2015 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,1,1,0,0,0,0,0,1,0
2015 ,KV ,927 ,MA ,0303 ,German ,5,4,1,0,4,0,0,0,0
2015 ,KV ,927 ,NDEG ,0303 ,German ,2,1,1,0,0,0,0,0,0
2015 ,KV ,927 ,PHD ,0303 ,German ,6,3,3,0,3,0,0,0,0
2015 ,KV ,948 ,MS ,0322 ,Microbiology ,1,1,0,0,1,0,0,0,0
2015 ,KV ,948 ,PHD ,0322 ,Microbiology ,54,21,33,0,25,5,1,5,0
2015 ,KV ,954 ,MA ,5312 ,S Asian & Middle Eastern St ,3,3,0,0,2,0,0,0,0
2015 ,KV ,958 ,BALAS ,0411 ,Russian Lang & Literature ,1,1,0,0,1,0,0,0,0
2015 ,KV ,958 ,BALAS ,0411 ,Russian Lang & Literature ,1,0,1,0,1,0,0,0,0
2015 ,KV ,958 ,BALAS ,5459 ,Slavic Studies ,1,1,0,0,1,0,0,0,0
2015 ,KV ,958 ,PHD ,0302 ,Slavic Languages & Literature ,14,4,10,0,7,0,1,1,0
2015 ,KV ,982 ,BALAS ,5167 ,Latina/Latino Studies ,2,1,1,0,0,0,0,2,0
2015 ,KV ,982 ,BALAS ,5167 ,Latina/Latino Studies ,2,1,1,0,0,0,0,2,0
2015 ,KV ,985 ,BA ,0295 ,Teaching of French ,2,0,2,0,2,0,0,0,0
2015 ,KV ,985 ,BALAS ,0304 ,French ,8,4,4,0,4,1,0,1,0
2015 ,KV ,985 ,BALAS ,0304 ,French ,1,0,1,0,0,0,1,0,0
2015 ,KV ,985 ,BALAS ,0304 ,French ,3,2,1,0,1,1,0,1,0
2015 ,KV ,985 ,BALAS ,0304 ,French ,1,0,1,0,1,0,0,0,0
2015 ,KV ,985 ,BALAS ,0304 ,French ,3,1,2,0,2,0,0,1,0
2015 ,KV ,985 ,BALAS ,0304 ,French ,1,0,1,0,1,0,0,0,0
2015 ,KV ,985 ,BALAS ,0305 ,Italian ,2,2,0,0,0,0,0,2,0
2015 ,KV ,985 ,MA ,0304 ,French ,10,3,7,0,4,0,0,0,0
2015 ,KV ,985 ,MA ,0305 ,Italian ,3,0,3,0,1,0,0,0,0
2015 ,KV ,985 ,NDEG ,0304 ,French ,1,0,1,0,0,0,0,0,0
2015 ,KV ,985 ,PHD ,0304 ,French ,11,3,8,0,4,1,1,0,0
2015 ,KV ,985 ,PHD ,0304 ,French ,1,0,1,0,1,0,0,0,0
2015 ,KV ,985 ,PHD ,0304 ,French ,2,1,1,0,0,0,0,0,0
2015 ,KV ,985 ,PHD ,0305 ,Italian ,3,2,1,0,1,0,0,0,0
2015 ,KV ,985 ,PHD ,0305 ,Italian ,1,1,0,0,1,0,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2015 ,KW ,605 ,NONE ,5083 ,Undeclared ,2790,1650,1140,0,1237,449,211,419,2
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2015 ,KY ,294 ,BS ,5204 ,Health ,1,0,1,0,0,0,1,0,0
2015 ,KY ,294 ,BS ,5204 ,Health ,3,1,2,0,1,1,1,0,0
2015 ,KY ,294 ,BS ,5460 ,Interdisciplinary Health Sci ,43,9,34,0,17,6,3,9,1
2015 ,KY ,294 ,BS ,5460 ,Interdisciplinary Health Sci ,39,6,33,0,20,8,4,6,0
2015 ,KY ,294 ,BS ,5460 ,Interdisciplinary Health Sci ,79,16,63,0,46,7,9,10,0
2015 ,KY ,294 ,BS ,5460 ,Interdisciplinary Health Sci ,39,9,30,0,13,5,3,14,0
2015 ,KY ,581 ,BS ,0349 ,Community Health ,71,25,46,0,38,9,10,12,0
2015 ,KY ,581 ,BS ,0349 ,Community Health ,140,21,119,0,50,22,39,22,0
2015 ,KY ,581 ,BS ,0349 ,Community Health ,302,74,228,0,117,70,60,45,0
2015 ,KY ,581 ,BS ,0349 ,Community Health ,68,21,47,0,31,3,16,16,0
2015 ,KY ,581 ,BS ,0351 ,Kinesiology ,537,221,316,0,352,66,33,58,1
2015 ,KY ,581 ,BS ,0351 ,Kinesiology ,10,6,4,0,8,0,0,2,0
2015 ,KY ,581 ,MPH ,1630 ,Public Health ,24,4,20,0,12,5,3,3,0
2015 ,KY ,581 ,MS ,0349 ,Community Health ,2,0,2,0,1,0,0,0,0
2015 ,KY ,581 ,MS ,0350 ,Rehabilitation ,1,1,0,0,1,0,0,0,0
2015 ,KY ,581 ,MS ,0351 ,Kinesiology ,17,9,8,0,12,0,0,0,1
2015 ,KY ,581 ,PHD ,0349 ,Community Health ,32,6,26,0,13,2,6,2,0
2015 ,KY ,581 ,PHD ,0351 ,Kinesiology ,57,29,28,0,34,2,2,2,0
2015 ,KY ,679 ,AUD ,1053 ,Audiology ,28,4,24,0,21,5,2,0,0
2015 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,59,4,55,0,42,5,1,7,0
2015 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,5,2,3,0,3,1,0,0,0
2015 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,13,1,12,0,8,2,0,2,0
2015 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,206,6,200,0,165,17,4,17,0
2015 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,3,0,3,0,0,0,0,2,0
2015 ,KY ,679 ,MA ,0354 ,Speech & Hearing Science ,53,1,52,0,37,2,4,7,0
2015 ,KY ,679 ,PHD ,0354 ,Speech & Hearing Science ,11,2,9,0,4,0,1,0,0
2015 ,KY ,682 ,NDEG ,0067 ,Nondegree ,21,10,11,0,12,3,0,1,0
2015 ,KY ,714 ,BS ,4043 ,"Recreation, Sport, and Tourism ",55,44,11,0,40,1,9,2,0
2015 ,KY ,714 ,BS ,4043 ,"Recreation, Sport, and Tourism ",30,10,20,0,21,3,4,1,0
2015 ,KY ,714 ,BS ,4043 ,"Recreation, Sport, and Tourism ",22,8,14,0,14,2,0,2,0
2015 ,KY ,714 ,BS ,4043 ,"Recreation, Sport, and Tourism ",158,127,31,0,98,5,32,13,0
2015 ,KY ,714 ,MS ,4043 ,"Recreation, Sport, and Tourism ",24,11,13,0,22,0,0,0,0
2015 ,KY ,714 ,PHD ,4043 ,"Recreation, Sport, and Tourism ",28,11,17,0,13,1,1,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2015 ,LC ,282 ,MS ,5216 ,VMS - Pathobiology ,10,4,6,0,7,2,0,0,0
2015 ,LC ,282 ,PHD ,0361 ,VMS - Veterinary Pathobiology ,1,1,0,0,0,0,0,0,0
2015 ,LC ,282 ,PHD ,5216 ,VMS - Pathobiology ,10,8,2,0,3,0,0,0,0
2015 ,LC ,282 ,PHD ,5216 ,VMS - Pathobiology ,1,0,1,0,1,0,0,0,0
2015 ,LC ,444 ,DVM ,0480 ,Veterinary Medicine ,490,69,420,1,375,13,2,13,0
2015 ,LC ,444 ,NDEG ,0480 ,Veterinary Medicine ,1,1,0,0,0,1,0,0,0
2015 ,LC ,598 ,MS ,0359 ,VMS-Veterinary Clinical Medcne ,36,7,29,0,29,1,0,2,0
2015 ,LC ,598 ,NDEG ,0359 ,VMS-Veterinary Clinical Medcne ,1,1,0,0,0,1,0,0,0
2015 ,LC ,598 ,PHD ,0359 ,VMS-Veterinary Clinical Medcne ,1,0,1,0,0,0,0,0,0
2015 ,LC ,873 ,MS ,5274 ,VMS - Comparative Biosciences ,3,0,3,0,1,0,0,1,0
2015 ,LC ,873 ,PHD ,5274 ,VMS - Comparative Biosciences ,13,3,10,0,6,2,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2015 ,LG ,568 ,MHRIR ,0364 ,Human Res & Industrial Rels ,175,52,123,0,59,17,20,10,1
2015 ,LG ,568 ,PHD ,0364 ,Human Res & Industrial Rels ,11,6,5,0,3,0,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2015 ,LL ,783 ,BSW ,0365 ,Social Work ,218,22,196,0,126,16,27,41,0
2015 ,LL ,783 ,MSW ,0365 ,Social Work ,4,1,3,0,1,0,2,0,0
2015 ,LL ,783 ,MSW ,0365 ,Social Work ,34,5,29,0,23,2,2,4,0
2015 ,LL ,783 ,MSW ,0365 ,Social Work ,89,10,79,0,59,3,13,9,0
2015 ,LL ,783 ,MSW ,0365 ,Social Work ,46,4,42,0,32,5,3,4,0
2015 ,LL ,783 ,MSW ,0365 ,Social Work ,18,3,15,0,8,2,6,1,0
2015 ,LL ,783 ,MSW ,0365 ,Social Work ,29,3,26,0,16,1,7,4,0
2015 ,LL ,783 ,NDEG ,0365 ,Social Work ,4,0,4,0,4,0,0,0,0
2015 ,LL ,783 ,PHD ,0365 ,Social Work ,26,8,18,0,13,0,1,1,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2015 ,LN ,641 ,NDEG ,1249 ,Nondegree-CE ,51,15,36,0,38,0,6,2,0
2015 ,LN ,641 ,NDEG ,1249 ,Nondegree-CE ,1,1,0,0,0,0,0,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2015 ,LP ,992 ,CAS ,0370 ,Library & Information Science ,6,2,4,0,4,1,0,1,0
2015 ,LP ,992 ,CAS ,0370 ,Library & Information Science ,1,0,1,0,1,0,0,0,0
2015 ,LP ,992 ,MS ,0370 ,Library & Information Science ,194,51,143,0,151,1,7,14,0
2015 ,LP ,992 ,MS ,0370 ,Library & Information Science ,11,1,10,0,9,1,0,0,0
2015 ,LP ,992 ,MS ,4026 ,Bioinformatics ,3,0,3,0,0,0,0,0,0
2015 ,LP ,992 ,PHD ,0370 ,Library & Information Science ,56,19,37,0,28,3,5,5,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
2015 ,NB ,593 ,NDEG ,0067 ,Nondegree ,1,1,0,0,0,0,1,0,0
 ,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
